65 32 1 8 8
0.00966473 0.0332569 0.0342199 0.0137976 0.0214997 0.0450295 0.0279239 0.0211973 0.0382606 0.0560651 0.029678 0.0127418 0.0362343 0.0163432 -0.0037726 -0.00480574 0.0385271 0.0391765 0.0678852 0.00495043 -0.00627778 -0.0142862 -0.0235686 -0.0381815 0.0774661 0.0759974 0.0503656 0.0176306 -0.0227608 -0.0303076 -0.0478201 -0.0473869 0.0676698 0.106667 0.0617944 -0.0286904 -0.0673116 -0.0349076 -0.035818 -0.0144765 0.0813976 0.0845363 0.0281408 -0.0201591 -0.0516504 -0.0367952 -0.000606105 0.0123997 0.0826103 0.0676639 0.0225601 -0.0293442 -0.0175316 -0.0276574 0.0270937 0.0472915 0.0798813 0.0240837 0.0295013 -0.00066551 -0.00987803 0.000921566 0.0452368 0.0755022 0.0110506
0.148039 0.122785 0.0389669 -0.0518397 -0.092034 -0.041105 -0.0179521 0.0202896 0.189516 0.14481 0.0288283 -0.0202667 -0.0385283 -0.0428866 -0.0574359 0.02008 0.136794 0.106391 0.116376 -0.0400872 -0.0255824 -0.0394589 -0.0315255 -0.00749942 0.195847 0.131091 0.0632799 0.00146219 -0.0201782 -0.00366525 -0.0314881 -0.0177926 0.144704 0.115848 0.0353109 -0.0404469 -0.0320007 -0.0249973 -0.000684728 -0.0351357 0.102638 0.0766256 -0.0186625 -0.00761396 0.0193292 0.00915669 0.00401308 -0.0156624 0.0595517 0.0442893 -0.00375407 -0.0121786 0.0335668 0.0179056 -0.00659136 -0.0397221 0.0467791 -0.0501457 0.00626976 0.00239231 0.0142492 0.0201522 -0.00445457 -0.0270149 0.00508424
-0.165448 -0.0302759 0.0663353 0.0776812 0.0344755 -0.0105752 0.0436369 0.168948 -0.126529 -0.0436161 0.0255 0.0701643 -0.00115757 -0.00841643 0.0766618 0.129863 -0.110744 -0.0396368 0.0102116 0.0367792 -0.046997 -0.0588411 0.0362798 0.137522 -0.0995043 -0.042066 0.0371936 -0.000712027 -0.0758896 -0.086573 0.0133642 0.209736 -0.0575259 0.00134809 0.00731682 -0.0250586 -0.115789 -0.0155041 0.0195557 0.236207 -0.0207359 0.0168393 0.0569566 -0.0203343 -0.101903 -0.0266803 0.0831737 0.2469 0.0316293 0.0294521 0.0231366 -0.0317721 -0.0553777 -0.0447581 0.175301 0.281755 0.0558972 0.0512136 0.00351993 0.00538914 -0.00466989 -0.0137972 0.130332 0.324186 -0.00555541
0.0675543 0.00824369 -0.0705284 -0.0458969 -0.0559751 -0.0387426 -0.0395249 -0.0727035 0.0445718 -0.0377204 -0.0994924 -0.0748158 -0.0789382 -0.0248915 -0.0247139 -0.0511284 0.0187387 -0.0278571 -0.0961654 -0.096434 -0.0453619 -0.0124715 -0.0313741 -0.0443449 -0.0128012 -0.0693645 -0.0660738 -0.0875186 -0.0438889 -0.00703635 -0.00434212 -0.032726 -0.0338106 -0.0714484 -0.120098 -0.0620936 0.0256865 0.0178 0.0116494 -0.0289904 -0.038762 -0.0611962 -0.0353901 -0.0324267 0.0510844 0.0824226 0.0260232 -0.00451635 -0.0426925 -0.0144131 0.00983606 0.0286923 0.0421046 0.0923443 0.0591895 -0.00722339 -0.0355213 0.0324825 0.0272531 0.0405164 0.105262 0.130512 0.0624173 0.0297806 -0.00783631
-0.0376332 -0.0122056 0.00445376 0.0539638 0.0819791 0.0554715 0.080382 0.0421398 -0.0526337 -0.0316931 0.00612182 0.015186 0.0244152 0.0160489 0.0343001 -0.00374391 -0.0188108 -0.0255578 -0.0765278 -0.0293734 -0.0306499 -0.00318052 -0.0194698 -0.0328951 -0.0479328 -0.065282 -0.0630373 -0.0696327 -0.02864 -0.0348915 -0.0283457 -0.0844497 -0.0353489 -0.0653937 -0.0761388 -0.0364826 -0.0203723 -0.0484837 -0.0319092 -0.0801067 0.00306867 -0.0277411 -0.0542737 -0.055509 -0.0153537 -0.0255427 -0.0461691 -0.0708279 0.0226628 -0.0173052 -0.0420955 -0.0433003 -0.0290961 0.0214702 -0.0457199 -0.064063 0.0391543 0.0563131 -0.0116247 -0.0101468 0.00822368 0.0649077 0.0166385 -0.0575629 -0.0199181
0.0515394 0.0259839 0.0399728 -0.00425841 -0.0472474 -0.00168018 -0.00424319 0.047071 0.00634156 0.0291224 0.0322534 0.017304 -0.00187074 -0.0129492 -0.0123928 -0.00484754 -0.0270814 0.0111885 0.0729155 0.0645192 0.0243527 -0.0244607 -0.020669 0.0155989 -0.0376857 0.0441364 0.0560954 0.0854344 0.00442976 -0.0320011 -0.037545 0.00259425 -0.0618654 0.0142723 0.0966287 0.0777074 0.0791255 -0.00135223 -0.0264208 -0.00524796 -0.0850104 -0.0102223 0.0872845 0.115742 0.0363188 0.0234026 -0.00976249 -0.0019417 -0.108841 0.0184068 0.0934526 0.157505 0.109128 0.0313058 0.0178875 0.0175777 -0.111165 -0.0302809 0.117887 0.141751 0.119474 0.0312416 0.0141554 0.0357541 0.0226408
-0.11526 -0.0329824 -0.0242837 -0.0646888 -0.0482094 -0.0495284 -0.0106303 0.0183334 -0.0490264 -0.0113012 0.00121679 -0.00251497 -0.0447202 -0.0280211 -0.00130358 0.0434458 -0.0157409 0.00529836 0.00616149 -0.0403851 -0.0444746 -0.0344692 0.00635932 0.050219 0.0162529 0.0286615 0.0325565 0.000645135 -0.026397 -0.0309107 0.0230521 0.0639237 0.0358227 0.0407157 0.0343445 0.00591249 -0.0799426 -0.0695848 0.01785 0.0350197 0.0501071 0.0698756 0.0198739 -0.00806359 -0.067104 -0.106559 -0.0363734 0.027859 0.0474096 0.0229759 -0.00649649 -0.0867306 -0.115266 -0.11573 -0.0896009 -0.0298188 0.0436428 0.00758901 -0.0386332 -0.0815666 -0.171337 -0.132949 -0.0999552 -0.0783853 -0.0248465
0.118519 0.0518758 0.087477 0.123365 0.19 0.196148 0.295199 0.317445 0.0570705 0.0696233 0.0733251 0.0754272 0.105924 0.0922587 0.141189 0.114654 0.0161376 0.0144228 0.0079687 0.0586031 0.00699811 0.0170104 0.0402242 0.0508118 -0.0388377 -0.00398552 -0.0260471 -0.0275544 -0.047917 -0.0561542 -0.0643998 -0.0559947 -0.0507317 -0.0614163 0.0222616 -0.00487994 -0.0464046 -0.0714418 -0.0694947 -0.0686406 -0.0879749 -0.0470943 -0.00970857 -0.00892324 -0.057991 -0.0828194 -0.0738056 -0.0762733 -0.0864394 -0.0422654 0.000672456 0.0339407 0.0014417 0.0118508 -0.0398004 -0.0117151 -0.107959 -0.0133276 0.0655507 0.039054 0.0210507 0.0344534 0.0430288 -0.0301605 0.00754794
0.0406212 -0.00538038 -0.0411248 -0.0302931 -0.0127292 0.0105484 0.117684 0.242494 0.0913269 -0.0199667 -0.0794068 -0.066585 -0.0577323 -0.0105187 0.0898458 0.172126 0.0673715 -0.0149071 -0.0197532 -0.0944149 -0.0663814 -0.0176964 0.077495 0.16416 0.081734 -0.0248781 -0.047191 -0.0758161 -0.0496641 -0.0304442 0.0293653 0.185488 0.0604685 -0.00671003 -0.0789528 -0.0930734 -0.0415825 0.00556125 0.0300122 0.103154 0.0634541 -0.0235157 -0.0485473 -0.0456051 0.0237847 0.0449193 0.0288087 0.0609179 0.0727859 -0.00274687 -0.00992208 0.0245882 0.0676775 0.0389717 0.0618603 0.0231032 0.0928484 0.0372921 0.0436021 0.0460091 0.13808 0.0519521 0.0121719 0.0342314 0.0100541
-0.0724688 -0.00141522 0.0630353 0.0725758 0.0276402 -0.0191806 -0.0204412 -0.0138576 -0.112063 -0.0177431 0.0719609 0.0715201 0.0138977 -0.0355052 -0.0325507 -0.0362395 -0.0863373 -0.0180563 -0.0113299 0.0531544 -0.0058414 -0.0474565 -0.066214 -0.0423505 -0.109401 -0.0401113 0.00213428 0.0162138 -0.0168438 -0.061157 -0.047704 -0.0818292 -0.0838572 -0.0542544 -0.000991452 0.0428494 0.0201307 -0.0542042 -0.0381079 -0.0574845 -0.0560364 -0.0291019 0.00530945 0.0170297 -0.0122938 -0.0315 -0.043484 -0.0481417 -0.051461 -0.0225095 -0.0138003 0.00449587 -0.0057387 0.00617743 -0.0473475 -0.0445759 -0.0262276 0.00700608 -0.0148783 0.020618 0.00170429 0.0372442 0.00646389 -0.0586189 -0.00900248
