33 64 1 8 8
0.0216643 0.152519 0.0603087 -0.0341885 0.0245921 0.11688 0.0632768 0.0600962 0.073888 0.0716473 0.0411571 -0.0521547 0.107542 0.107268 -0.038543 0.0678441 0.12019 0.098292 0.015035 -0.0372035 0.0933915 -0.0164367 0.0287257 -0.113808 -0.0683657 -0.0178757 -0.133531 0.0188829 -0.0560995 0.0586606 0.108476 -0.0120164 -0.00301175
0.0444668 0.133356 0.0926021 -0.00489158 0.0196293 0.0863702 0.0629106 0.0407635 0.0844774 0.0248851 0.0450783 -0.0693913 0.104224 0.0904892 -0.0515505 0.0611747 0.0952345 0.103319 0.0152257 0.0116349 0.101493 0.0052604 0.0402284 -0.0841087 -0.104543 -0.00183371 -0.13272 -0.0203296 -0.0428265 0.062533 0.0933658 0.0450947 -0.00303673
0.0593027 0.0867659 0.121732 0.0269646 0.00917023 0.0487115 0.0531336 0.00895787 0.0917125 -0.0289533 0.0473112 -0.0759533 0.103736 0.0514081 -0.0641587 0.0465967 0.0565363 0.0840112 0.0159127 0.0770615 0.103278 0.0275284 0.0473993 -0.0392871 -0.129287 0.0186512 -0.116068 -0.0691128 -0.011894 0.0409053 0.0622677 0.101589 -0.00199306
0.0501419 0.0307995 0.133558 0.0558824 -0.0208467 0.0161655 0.0443893 -0.027989 0.0891618 -0.0627273 0.0448387 -0.0440273 0.100252 -0.00923122 -0.0679444 0.0332184 0.0154666 0.0269099 0.0276365 0.141938 0.0758307 0.0296723 0.0516662 0.0023904 -0.11309 0.0491744 -0.0769834 -0.104349 0.0264578 0.00789832 0.0264792 0.128728 -0.00158927
0.0277052 -0.00306843 0.126769 0.0694611 -0.0645522 -0.00807282 0.0448268 -0.0437585 0.0857045 -0.0673527 0.0267181 0.0122195 0.110919 -0.0367603 -0.0602952 0.0325838 -0.0223761 -0.0396775 0.0386028 0.18829 0.0377954 0.0193027 0.0597399 0.0268208 -0.054261 0.0828928 -0.0281601 -0.110664 0.0546331 -0.0211548 0.0141783 0.0915631 -0.00156844
0.00576754 0.0034977 0.105351 0.0653256 -0.108983 -0.0339028 0.0570798 -0.0325389 0.0708456 -0.0515316 -0.00255036 0.072641 0.123132 -0.00358763 -0.0403129 0.0419599 -0.042766 -0.089179 0.0258923 0.204088 -0.00397139 -0.000477549 0.0667921 0.0201037 0.0145911 0.0937566 0.0077571 -0.0797532 0.0433277 -0.0074954 0.0244211 0.0143787 -0.00254009
-0.00857371 0.0317585 0.0809477 0.0525786 -0.143215 -0.0628843 0.0705044 -0.00266813 0.0505636 -0.037796 -0.0389319 0.121448 0.129041 0.0664112 -0.018787 0.0525998 -0.0440446 -0.109718 -0.00287516 0.20395 -0.0355117 -0.0193773 0.0773433 0.00596976 0.0802591 0.0880477 0.0240886 -0.0281335 0.00894638 0.0339731 0.0442574 -0.080768 -0.00296187
-0.0134593 0.0573989 0.0563053 0.0406567 -0.153764 -0.0828187 0.0742051 0.0251649 0.0241379 -0.0302806 -0.0639683 0.142721 0.119572 0.124755 -0.000274287 0.0559386 -0.0329083 -0.106297 -0.0304448 0.187823 -0.0570719 -0.0299039 0.0812951 -0.011929 0.114188 0.0701021 0.0282899 0.0191815 -0.0304191 0.0762308 0.0586318 -0.141571 -0.00344447
0.000658604 0.150948 0.0396579 -0.0242275 0.0166805 0.128155 0.0617639 0.0551539 0.0771146 0.0826894 0.0493985 -0.0321803 0.095839 0.0824833 -0.0393316 0.0696213 0.121248 0.0726958 0.0325653 -0.0475213 0.0788446 -0.0361322 0.0321225 -0.120333 -0.0444232 -0.00428847 -0.124627 0.0149548 -0.0559816 0.0566064 0.113926 -0.0291692 -0.00335668
0.0275067 0.136037 0.0733586 0.00122185 0.0160672 0.093813 0.0610387 0.0424068 0.0816994 0.0368789 0.0502196 -0.0545208 0.0929062 0.0783683 -0.0488825 0.0649203 0.10217 0.0888862 0.0248483 -0.00755419 0.0859337 -0.0137454 0.0437441 -0.0986363 -0.0859255 0.00145142 -0.126548 -0.0116797 -0.0551787 0.0725058 0.100878 0.0295073 -0.00417612
0.0482492 0.0905686 0.109669 0.0356745 0.00470577 0.0482641 0.0527238 0.0107659 0.0808956 -0.0253771 0.0481806 -0.0662829 0.0877016 0.0393925 -0.0570821 0.0509189 0.0663463 0.0802713 0.0220775 0.0589928 0.0851824 0.0105027 0.0511931 -0.0540268 -0.122196 0.0195197 -0.109904 -0.0566762 -0.0288594 0.0625763 0.0640767 0.0977054 -0.00331203
0.044046 0.0337258 0.128548 0.0586597 -0.0182969 0.0137769 0.0461683 -0.0262375 0.0723909 -0.0651874 0.0443119 -0.0450283 0.0849016 -0.016052 -0.0607896 0.0352914 0.0242693 0.034791 0.0299018 0.118614 0.0639787 0.0216852 0.0535973 -0.00841845 -0.126535 0.0438779 -0.0741207 -0.0915638 0.00446723 0.0298081 0.0246788 0.139606 -0.00248637
0.023753 -0.00886632 0.128593 0.0720994 -0.0609184 -0.0128927 0.0480951 -0.0492687 0.066827 -0.0712841 0.027077 0.00890876 0.0988591 -0.0529489 -0.0530244 0.0316922 -0.0173253 -0.0338224 0.0376837 0.169594 0.0281892 0.0164221 0.0572419 0.0224029 -0.0799665 0.0767465 -0.0254993 -0.103624 0.0398435 -0.00910818 0.00528346 0.120871 -0.00124443
0.00280298 -0.00134351 0.109519 0.0570405 -0.102404 -0.0308082 0.0637127 -0.0319657 0.0542365 -0.041986 -0.00145868 0.0693735 0.117704 -0.0165904 -0.0318495 0.0373877 -0.0433573 -0.0882867 0.0277699 0.178663 -0.00647002 -0.00300762 0.0597364 0.0175726 -0.0210395 0.0860706 0.0151764 -0.0672502 0.035819 -0.0109634 0.0131289 0.0522675 -0.00249924
-0.0133084 0.0373887 0.0822482 0.0364132 -0.13444 -0.0521456 0.0807859 0.00274416 0.0378293 -0.0133317 -0.035772 0.122812 0.129921 0.0638083 -0.0122398 0.0494756 -0.0567969 -0.11969 0.000491895 0.173442 -0.0348728 -0.0209693 0.0651522 -0.00270612 0.0427329 0.0778681 0.0376598 -0.0110578 0.00563758 0.0232269 0.0394869 -0.0447407 -0.00299034
-0.0233953 0.0667413 0.0553818 0.0203421 -0.145044 -0.0636283 0.0882732 0.0310035 0.0202833 0.00191222 -0.0576164 0.147898 0.123314 0.121252 0.00450721 0.0578401 -0.0572832 -0.122808 -0.0214978 0.153467 -0.053641 -0.0331107 0.0688106 -0.0244638 0.0818091 0.0597062 0.0469413 0.0351981 -0.0295488 0.0587234 0.0569122 -0.113473 -0.00338987
-0.0276468 0.136749 0.0170221 -0.0081141 0.00873831 0.135774 0.0531788 0.0465341 0.0815405 0.0924862 0.0575669 -0.00724379 0.0752003 0.04385 -0.042329 0.0725301 0.112272 0.0366902 0.0527716 -0.0534036 0.0571387 -0.0566972 0.0326626 -0.124558 -0.0119754 0.0130512 -0.104567 0.0112966 -0.0509132 0.0490753 0.112922 -0.0433249 -0.00412864
-0.000668439 0.125043 0.048108 0.0166107 0.00539944 0.098333 0.0527714 0.0366745 0.0740971 0.0446951 0.0546568 -0.0288857 0.0726489 0.0401973 -0.0443295 0.0677033 0.102508 0.0597561 0.042038 -0.0206321 0.0580092 -0.0385778 0.0438774 -0.107267 -0.0583537 0.0136083 -0.106689 -0.00753104 -0.0615199 0.0764636 0.0979849 0.0132268 -0.00436432
0.0289816 0.0865545 0.0896724 0.0479354 -0.00130926 0.0444346 0.0475059 0.00860669 0.0630985 -0.0238974 0.0481787 -0.0501064 0.0662122 0.0163738 -0.0501333 0.0521246 0.0749583 0.0726576 0.0295391 0.0383356 0.0554705 -0.0116027 0.0535031 -0.06636 -0.105606 0.0221183 -0.099406 -0.0424315 -0.0503908 0.0852842 0.0636201 0.0847102 -0.00458839
0.0318557 0.0282147 0.119128 0.0702726 -0.0241292 0.00150496 0.0427548 -0.0276986 0.0458195 -0.0726033 0.0400018 -0.0371107 0.0620902 -0.0363246 -0.0512509 0.0364135 0.0349512 0.0355142 0.0284206 0.0988609 0.0354471 0.00470042 0.0568 -0.0169725 -0.125898 0.040198 -0.0657932 -0.0724087 -0.0204234 0.0565419 0.0177403 0.143569 -0.00285643
0.0164757 -0.012895 0.12471 0.0687497 -0.0593613 -0.0175612 0.0494715 -0.0463758 0.036285 -0.0693746 0.0225016 0.00958978 0.0806702 -0.0639313 -0.040554 0.0284597 -0.00380665 -0.0251244 0.0311843 0.138318 0.0111781 0.00737446 0.0521751 0.0159732 -0.106621 0.0625488 -0.0229769 -0.076579 0.0138273 0.00705949 -0.00689176 0.147399 -0.00211759
-0.00691204 0.000537231 0.107342 0.0389826 -0.0925086 -0.0243714 0.069257 -0.0265988 0.0298201 -0.0284252 -0.0021787 0.068015 0.105203 -0.0203442 -0.0208367 0.033971 -0.0436469 -0.085388 0.0220819 0.138669 -0.0116139 -0.00867313 0.0464478 0.00852252 -0.0640173 0.0651675 0.0209222 -0.0387633 0.0155486 -0.00682485 0.00535685 0.0934053 -0.00299314
-0.0200623 0.0451699 0.0811561 0.0104139 -0.118686 -0.035547 0.0906753 0.00837439 0.0243716 0.0147829 -0.0325358 0.120333 0.124489 0.0606882 -0.00180407 0.0448856 -0.0705951 -0.124318 0.000913327 0.126484 -0.0285363 -0.0253701 0.0477918 -0.0168654 -0.00558735 0.0557221 0.0521232 0.0120901 -0.00545544 0.0126237 0.0354363 0.000249481 -0.00239976
-0.0293818 0.0808178 0.0549531 -0.00581168 -0.125416 -0.0435975 0.0990204 0.0377941 0.0135035 0.0341375 -0.0524712 0.144575 0.118627 0.121974 0.00903483 0.0533489 -0.0818753 -0.133272 -0.0212306 0.10672 -0.044296 -0.0404643 0.0495589 -0.0401097 0.0391282 0.0410409 0.0635294 0.0529714 -0.0370479 0.0471892 0.0561103 -0.0776001 -0.00357487
-0.0573235 0.115375 -0.00715469 0.0133942 -0.00148192 0.141554 0.0413591 0.032852 0.0808663 0.101203 0.0692517 0.0185102 0.0547243 -0.0110195 -0.0425499 0.0715033 0.0980974 -0.00504876 0.0777373 -0.0569996 0.0297747 -0.0773148 0.0319773 -0.121617 0.0207267 0.0340764 -0.0829933 0.00451082 -0.0428259 0.037318 0.110015 -0.0518915 -0.00524781
-0.0322906 0.108252 0.0205895 0.0353685 -0.00421513 0.0968872 0.0428788 0.0277504 0.0619037 0.0477092 0.0579313 -0.00559021 0.0460093 -0.00350035 -0.0392895 0.0684739 0.0963021 0.0318769 0.0576919 -0.0308815 0.0212903 -0.0636182 0.0456929 -0.112378 -0.0238445 0.0285968 -0.0859515 -0.00173403 -0.0666848 0.0840446 0.0951137 -0.00411042 -0.00525958
0.00121509 0.0672784 0.0689738 0.0659046 -0.0169323 0.0356142 0.0398916 0.00185133 0.0386022 -0.0312218 0.0455432 -0.0265302 0.0387874 -0.0210946 -0.0409141 0.0552624 0.0846629 0.0558095 0.0365555 0.0278912 0.0162305 -0.0351668 0.0591199 -0.0699847 -0.0798114 0.0313168 -0.084609 -0.0289811 -0.0681952 0.102807 0.0541446 0.0712744 -0.00536454
